Px016979	XP_011566912.1
Px013227	XP_011562680.1
Px013228	XP_011562699.1
Px013229	XP_011562685.1
Px013230	XP_011548542.1
Px013231	XP_011562690.1
Px013232	XP_011562691.1
Px013233	XP_011562695.1
Px013234	XP_011562703.1
Px013235	XP_011562698.1
Px014531	XP_011565731.1
Px014532	XP_011551916.1
Px015382	XP_011565931.1
Px015383	XP_011549137.1
Px009028	XP_011561589.1
Px009029	XP_011561609.1
Px009030	XP_011561596.1
Px009031	XP_011561611.1
Px009032	XP_011561594.1
Px009035	XP_011561599.1
Px009037	XP_011561605.1
Px009039	XP_011561614.1
Px009041	XP_011561616.1
Px009043	XP_011561606.1
Px009044	XP_011557362.1
Px009297	XP_011562515.1
Px009298	XP_011562515.1
Px009299	XP_011547987.1
Px009300	XP_011548077.1
Px009301	XP_011547988.1
Px009302	XP_011549635.1
Px009306	XP_011548078.1
Px009307	XP_011548078.1
Px009308	XP_011547989.1
Px009309	XP_011547990.1
Px009310	XP_011547992.1
Px009311	XP_011547996.1
Px009312	XP_011547997.1
Px009314	XP_011548079.1
Px009315	XP_011548080.1
Px009316	XP_011547998.1
Px009317	XP_011559239.1
Px009318	XP_011548000.1
Px009319	XP_011548082.1
Px009321	XP_011548001.1
Px009322	XP_011548003.1
Px009323	XP_011548004.1
Px009324	XP_011548084.1
Px009325	XP_011548006.1
Px009327	XP_011548006.1
Px009328	XP_011548008.1
Px009329	XP_011548010.1
Px009330	XP_011548011.1
Px009331	XP_011548011.1
Px009332	XP_011548016.1
Px009333	XP_011548086.1
Px009334	XP_011548029.1
Px009335	XP_011548028.1
Px009336	XP_011548087.1
Px009337	XP_011548089.1
Px009338	XP_011567668.1
Px009340	XP_011548096.1
Px009342	XP_011548033.1
Px009343	XP_011548034.1
Px009345	XP_011548098.1
Px009346	XP_011554753.1
Px009347	XP_011548099.1
Px009348	XP_011548038.1
Px009349	XP_011548037.1
Px009350	XP_011548043.1
Px009351	XP_011548042.1
Px009352	XP_011554649.1
Px009353	XP_011548046.1
Px009354	XP_011548045.1
Px009355	XP_011548047.1
Px009356	XP_011548100.1
Px009357	XP_011548100.1
Px009358	XP_011548048.1
Px009359	XP_011548103.1
Px009360	XP_011548049.1
Px009361	XP_011548104.1
Px009362	XP_011548052.1
Px009363	XP_011564464.1
Px009364	XP_011548058.1
Px009365	XP_011548106.1
Px009366	XP_011548059.1
Px009367	XP_011548107.1
Px009368	XP_011548063.1
Px009369	XP_011548108.1
Px009370	XP_011559273.1
Px009371	XP_011548109.1
Px009372	XP_011563313.1
Px009373	XP_011548110.1
Px009374	XP_011564699.1
Px009375	XP_011551371.1
Px009376	XP_011548113.1
Px009377	XP_011548114.1
Px009378	XP_011548070.1
Px009379	XP_011548071.1
Px009380	XP_011548074.1
Px009382	XP_011548076.1
Px008622	XP_011561312.1
Px008623	XP_011561279.1
Px008624	XP_011562818.1
Px008625	XP_011561283.1
Px008626	XP_011561284.1
Px008628	XP_011561314.1
Px008629	XP_011561285.1
Px008631	XP_011550051.1
Px008632	XP_011561288.1
Px008633	XP_011561289.1
Px008634	XP_011561290.1
Px008635	XP_011561294.1
Px008636	XP_011561292.1
Px008637	XP_011561301.1
Px008638	XP_011561302.1
Px008639	XP_011561304.1
Px008640	XP_011561303.1
Px008641	XP_011561305.1
Px008642	XP_011561307.1
Px008643	XP_011561308.1
Px008644	XP_011561309.1
Px017886	XP_011567274.1
Px010475	XP_011559068.1
Px010476	XP_011559069.1
Px010477	XP_011559070.1
Px010478	XP_011551709.1
Px010479	XP_011559063.1
Px010480	XP_011557825.1
Px010481	XP_011559064.1
Px010482	XP_011559065.1
Px010483	XP_011559074.1
Px010484	XP_011558989.1
Px010485	XP_011567875.1
Px010487	XP_011559075.1
Px004884	XP_011552976.1
Px004885	XP_011552977.1
Px004887	XP_011552978.1
Px004888	XP_011553027.1
Px004889	XP_011553028.1
Px004890	XP_011552980.1
Px004892	XP_011553029.1
Px004893	XP_011552982.1
Px004894	XP_011553031.1
Px004895	XP_011553031.1
Px004896	XP_011552984.1
Px004897	XP_011552985.1
Px004898	XP_011566901.1
Px004899	XP_011552988.1
Px004900	XP_011553033.1
Px004901	XP_011558509.1
Px004902	XP_011552989.1
Px004903	XP_011552993.1
Px004904	XP_011558505.1
Px004905	XP_011553034.1
Px004906	XP_011553034.1
Px004907	XP_011553006.1
Px004908	XP_011553009.1
Px004909	XP_011553036.1
Px004910	XP_011553037.1
Px004911	XP_011550078.1
Px004912	XP_011553039.1
Px004913	XP_011553012.1
Px004914	XP_011550082.1
Px004915	XP_011553041.1
Px004916	XP_011569301.1
Px004917	XP_011553044.1
Px004918	XP_011553046.1
Px004919	XP_011553021.1
Px004920	XP_011565444.1
Px004921	XP_011553047.1
Px004922	XP_011553048.1
Px004923	XP_011553049.1
Px004924	XP_011553049.1
Px004925	XP_011553026.1
Px004926	XP_011553050.1
Px003533	XP_011549635.1
Px005504	XP_011549076.1
Px005505	XP_011549078.1
Px005507	XP_011563256.1
Px005508	XP_011549011.1
Px005509	XP_011549021.1
Px005510	XP_011549081.1
Px005511	XP_011551236.1
Px005512	XP_011549023.1
Px005513	XP_011549085.1
Px005514	XP_011549086.1
Px005515	XP_011549024.1
Px005516	XP_011549026.1
Px005517	XP_011549027.1
Px005518	XP_011549088.1
Px005519	XP_011549028.1
Px005520	XP_011549033.1
Px005521	XP_011549089.1
Px005524	XP_011549090.1
Px005525	XP_011549092.1
Px005526	XP_011549094.1
Px005527	XP_011549035.1
Px005528	XP_011567991.1
Px005529	XP_011549037.1
Px005530	XP_011549038.1
Px005531	XP_011549097.1
Px005532	XP_011549095.1
Px005533	XP_011549096.1
Px005535	XP_011549096.1
Px005536	XP_011549097.1
Px005537	XP_011549040.1
Px005538	XP_011549099.1
Px005539	XP_011549041.1
Px005540	XP_011549041.1
Px005541	XP_011549100.1
Px005542	XP_011549102.1
Px005543	XP_011549105.1
Px005544	XP_011549042.1
Px005545	XP_011549042.1
Px005546	XP_011549043.1
Px005547	XP_011549044.1
Px005548	XP_011549106.1
Px005549	XP_011549045.1
Px005550	XP_011549047.1
Px005551	XP_011549049.1
Px005552	XP_011549051.1
Px005553	XP_011549054.1
Px005554	XP_011549053.1
Px005555	XP_011549054.1
Px005556	XP_011549055.1
Px005557	XP_011549056.1
Px005558	XP_011549057.1
Px005561	XP_011549061.1
Px005562	XP_011549107.1
Px005563	XP_011549063.1
Px005564	XP_011549063.1
Px005565	XP_011549107.1
Px005566	XP_011549064.1
Px005567	XP_011549108.1
Px005568	XP_011549065.1
Px005569	XP_011549066.1
Px005570	XP_011549068.1
Px005571	XP_011549067.1
Px005572	XP_011549109.1
Px005573	XP_011549109.1
Px005574	XP_011549073.1
Px005575	XP_011549073.1
Px005576	XP_011549075.1
Px005580	XP_011549000.1
Px005583	XP_011567184.1
Px005584	XP_011566633.1
Px005585	XP_011566457.1
Px003281	XP_011556603.1
Px003282	XP_011556608.1
Px003283	XP_011556617.1
Px003284	XP_011556613.1
Px003285	XP_011556614.1
Px003286	XP_011556618.1
Px003287	XP_011568794.1
Px003289	XP_011556624.1
Px003290	XP_011556620.1
Px003291	XP_011556623.1
Px003292	XP_011556627.1
Px003293	XP_011556627.1
Px010316	XP_011560168.1
Px010318	XP_011562500.1
Px010319	XP_011562501.1
Px010320	XP_011562503.1
Px010321	XP_011562566.1
Px010322	XP_011562504.1
Px001019	XP_011554286.1
Px012922	XP_011564697.1
Px012923	XP_011563296.1
Px012924	XP_011563302.1
Px012925	XP_011564701.1
Px012926	XP_011564698.1
Px012927	XP_011564702.1
Px012928	XP_011548112.1
Px012929	XP_011564699.1
Px012930	XP_011564703.1
Px012931	XP_011563309.1
Px012932	XP_011564705.1
Px012933	XP_011563313.1
Px014635	XP_011550026.1
Px014636	XP_011550991.1
Px014637	XP_011550950.1
Px014638	XP_011550992.1
Px014639	XP_011550993.1
Px014640	XP_011550994.1
Px014641	XP_011550995.1
Px014643	XP_011561767.1
Px014644	XP_011550999.1
Px014646	XP_011551001.1
Px014647	XP_011556045.1
Px014648	XP_011556043.1
Px014649	XP_011551003.1
Px014650	XP_011556278.1
Px014651	XP_011550954.1
Px014652	XP_011550955.1
Px014654	XP_011550956.1
Px014655	XP_011550960.1
Px014656	XP_011550961.1
Px014657	XP_011550962.1
Px014658	XP_011551004.1
Px014659	XP_011551005.1
Px014660	XP_011564324.1
Px014661	XP_011551006.1
Px014662	XP_011550970.1
Px014664	XP_011551009.1
Px014665	XP_011550973.1
Px014666	XP_011550975.1
Px014667	XP_011551010.1
Px014668	XP_011550977.1
Px014669	XP_011551012.1
Px014670	XP_011550978.1
Px014671	XP_011551013.1
Px014672	XP_011550979.1
Px014673	XP_011550981.1
Px014674	XP_011551015.1
Px014676	XP_011560312.1
Px014678	XP_011550983.1
Px014679	XP_011551017.1
Px014680	XP_011551018.1
Px014681	XP_011560400.1
Px014684	XP_011550984.1
Px014686	XP_011550985.1
Px014687	XP_011550987.1
Px014688	XP_011550989.1
Px014689	XP_011551543.1
Px013675	XP_011551168.1
Px013676	XP_011562414.1
Px013677	XP_011562662.1
Px013678	XP_011562656.1
Px013679	XP_011562657.1
Px013680	XP_011562665.1
Px013681	XP_011563584.1
Px013683	XP_011562658.1
Px013684	XP_011562666.1
Px013685	XP_011562667.1
Px013686	XP_011562669.1
Px017406	XP_011554299.1
Px017407	XP_011567031.1
Px016664	XP_011553578.1
Px016665	XP_011553579.1
Px016666	XP_011553580.1
Px016667	XP_011553599.1
Px016668	XP_011553581.1
Px016669	XP_011553584.1
Px016670	XP_011553585.1
Px016671	XP_011553587.1
Px016672	XP_011553600.1
Px016673	XP_011553601.1
Px016674	XP_011553588.1
Px016675	XP_011553589.1
Px016676	XP_011553590.1
Px016677	XP_011553591.1
Px016678	XP_011556903.1
Px016679	XP_011553591.1
Px016680	XP_011553592.1
Px016681	XP_011553593.1
Px016682	XP_011553595.1
Px016683	XP_011553597.1
Px016684	XP_011553603.1
Px016685	XP_011553604.1
Px016686	XP_011553605.1
Px016687	XP_011553608.1
Px016688	XP_011553609.1
Px000658	XP_011567548.1
Px000659	XP_011567553.1
Px002513	XP_011568023.1
Px002957	XP_011563163.1
Px001317	XP_011567743.1
Px000588	XP_011567089.1
Px000589	XP_011565659.1
Px000591	XP_011566640.1
Px000593	XP_011566638.1
Px010338	XP_011550054.1
Px010339	XP_011550003.1
Px010340	XP_011550004.1
Px010341	XP_011550006.1
Px010343	XP_011550010.1
Px010344	XP_011550014.1
Px010345	XP_011550018.1
Px010346	XP_011569045.1
Px010347	XP_011560406.1
Px010348	XP_011564898.1
Px010349	XP_011550056.1
Px010350	XP_011550020.1
Px010351	XP_011550019.1
Px010352	XP_011565170.1
Px010353	XP_011550059.1
Px010354	XP_011549795.1
Px010355	XP_011550061.1
Px010356	XP_011550022.1
Px010357	XP_011550023.1
Px010358	XP_011550064.1
Px010359	XP_011550027.1
Px010360	XP_011550032.1
Px010361	XP_011552720.1
Px010362	XP_011550033.1
Px010363	XP_011550034.1
Px010364	XP_011550035.1
Px010365	XP_011550037.1
Px010366	XP_011550039.1
Px010367	XP_011550067.1
Px010368	XP_011550068.1
Px010369	XP_011550070.1
Px010370	XP_011550073.1
Px010371	XP_011550074.1
Px010372	XP_011550075.1
Px010373	XP_011550041.1
Px010374	XP_011550078.1
Px010375	XP_011553039.1
Px010376	XP_011550042.1
Px010377	XP_011568505.1
Px010378	XP_011553014.1
Px010379	XP_011553017.1
Px010380	XP_011568505.1
Px010381	XP_011550083.1
Px010383	XP_011550084.1
Px010384	XP_011550044.1
Px010385	XP_011550085.1
Px010386	XP_011550045.1
Px010387	XP_011550086.1
Px010388	XP_011550050.1
Px010390	XP_011550049.1
Px010391	XP_011550048.1
Px010393	XP_011561286.1
Px010394	XP_011554510.1
Px010395	XP_011566083.1
Px001273	XP_011567728.1
Px002927	XP_011568048.1
Px002928	XP_011568047.1
Px001278	XP_011567735.1
Px007969	XP_011560728.1
Px007970	XP_011560729.1
Px007971	XP_011560730.1
Px007972	XP_011567049.1
Px007973	XP_011564169.1
Px007974	XP_011560733.1
Px007975	XP_011560750.1
Px007977	XP_011560735.1
Px007978	XP_011560736.1
Px007979	XP_011564171.1
Px007980	XP_011560753.1
Px007981	XP_011560737.1
Px007982	XP_011560755.1
Px007983	XP_011555565.1
Px007984	XP_011560740.1
Px007985	XP_011560743.1
Px007987	XP_011558883.1
Px007988	XP_011560744.1
Px007989	XP_011560745.1
Px007990	XP_011560746.1
Px007991	XP_011563762.1
Px007992	XP_011564249.1
Px007995	XP_011560747.1
Px007996	XP_011560748.1
Px007998	XP_011560756.1
Px007999	XP_011557861.1
Px015685	XP_011565169.1
Px015686	XP_011564900.1
Px015687	XP_011550019.1
Px015688	XP_011565170.1
Px015689	XP_011565171.1
Px015690	XP_011565168.1
Px011010	XP_011557967.1
Px011011	XP_011554679.1
Px011012	XP_011551171.1
Px011013	XP_011551139.1
Px011014	XP_011551139.1
Px011015	XP_011551140.1
Px011016	XP_011551143.1
Px011017	XP_011551142.1
Px011018	XP_011551143.1
Px011019	XP_011551146.1
Px011020	XP_011551152.1
Px011021	XP_011551173.1
Px011022	XP_011551154.1
Px011023	XP_011556442.1
Px011024	XP_011551175.1
Px011025	XP_011551158.1
Px011026	XP_011551160.1
Px011027	XP_011550690.1
Px011028	XP_011551178.1
Px011030	XP_011556018.1
Px011031	XP_011551178.1
Px011033	XP_011549005.1
Px011034	XP_011551163.1
Px011035	XP_011551164.1
Px011036	XP_011551165.1
Px011037	XP_011551166.1
Px011038	XP_011551180.1
Px011039	XP_011551168.1
Px011042	XP_011551628.1
Px011043	XP_011554106.1
Px011044	XP_011551168.1
Px011045	XP_011555023.1
Px011046	XP_011551170.1
Px011047	XP_011551182.1
Px017339	XP_011558555.1
Px017342	XP_011566968.1
Px017343	XP_011567269.1
Px016877	XP_011563451.1
Px002300	XP_011558598.1
Px002301	XP_011555772.1
Px002302	XP_011555721.1
Px002303	XP_011555724.1
Px002304	XP_011555773.1
Px002305	XP_011555729.1
Px002306	XP_011555777.1
Px002308	XP_011549944.1
Px002309	XP_011555779.1
Px002310	XP_011555730.1
Px002311	XP_011555732.1
Px002312	XP_011555734.1
Px002313	XP_011555738.1
Px002314	XP_011555780.1
Px002315	XP_011555781.1
Px002316	XP_011555781.1
Px002317	XP_011555739.1
Px002318	XP_011555740.1
Px002319	XP_011555742.1
Px002320	XP_011555782.1
Px002321	XP_011555743.1
Px002324	XP_011555745.1
Px002325	XP_011561087.1
Px002326	XP_011555747.1
Px002327	XP_011555753.1
Px002328	XP_011555783.1
Px002329	XP_011555756.1
Px002330	XP_011550399.1
Px002331	XP_011555758.1
Px002332	XP_011555758.1
Px002333	XP_011555757.1
Px002334	XP_011555759.1
Px002335	XP_011555764.1
Px002336	XP_011550402.1
Px002338	XP_011555760.1
Px002339	XP_011550403.1
Px002340	XP_011555786.1
Px002341	XP_011555768.1
Px002342	XP_011555769.1
Px002343	XP_011555771.1
Px002344	XP_011555787.1
Px001578	XP_011567822.1
Px013607	XP_011563431.1
Px013608	XP_011556936.1
Px013609	XP_011563436.1
Px013610	XP_011551148.1
Px013612	XP_011562007.1
Px013613	XP_011563442.1
Px013614	XP_011563444.1
Px013615	XP_011563445.1
Px013617	XP_011563434.1
Px013618	XP_011563447.1
Px002351	XP_011567980.1
Px002352	XP_011567980.1
Px011862	XP_011563867.1
Px011863	XP_011563855.1
Px011864	XP_011563855.1
Px011865	XP_011563870.1
Px011866	XP_011565892.1
Px011867	XP_011563856.1
Px011868	XP_011563857.1
Px011869	XP_011563858.1
Px011870	XP_011563859.1
Px011871	XP_011563862.1
Px011873	XP_011561382.1
Px011874	XP_011561381.1
Px011875	XP_011563863.1
Px011876	XP_011565699.1
Px011877	XP_011563874.1
Px017050	XP_011566463.1
Px017051	XP_011565701.1
Px016170	XP_011566505.1
Px016171	XP_011566506.1
Px016172	XP_011566508.1
Px010879	XP_011563005.1
Px010880	XP_011563006.1
Px010881	XP_011562997.1
Px010882	XP_011563001.1
Px010883	XP_011557036.1
Px010885	XP_011563008.1
Px010886	XP_011549215.1
Px002427	XP_011567993.1
Px001121	XP_011567684.1
Px001122	XP_011567684.1
Px016866	XP_011565346.1
Px016867	XP_011566274.1
Px016869	XP_011566529.1
Px016871	XP_011566865.1
Px016872	XP_011567368.1
Px016068	XP_011565253.1
Px016069	XP_011565253.1
Px016070	XP_011565253.1
Px016071	XP_011561356.1
Px016072	XP_011565255.1
Px016073	XP_011565256.1
Px016074	XP_011565257.1
Px016075	XP_011565258.1
Px012557	XP_011550686.1
Px012558	XP_011564541.1
Px012559	XP_011564542.1
Px012560	XP_011564553.1
Px012561	XP_011564543.1
Px012562	XP_011564545.1
Px012564	XP_011564546.1
Px012565	XP_011564554.1
Px012567	XP_011564547.1
Px012568	XP_011564550.1
Px012569	XP_011564556.1
Px012570	XP_011564551.1
Px001917	XP_011569143.1
Px006150	XP_011556132.1
Px006151	XP_011556133.1
Px006152	XP_011556135.1
Px006154	XP_011556153.1
Px006155	XP_011556140.1
Px006156	XP_011556141.1
Px006157	XP_011556143.1
Px006158	XP_011549490.1
Px006159	XP_011557535.1
Px006160	XP_011556154.1
Px006161	XP_011556155.1
Px006162	XP_011556156.1
Px006163	XP_011556159.1
Px006164	XP_011556147.1
Px006165	XP_011556149.1
Px006166	XP_011568505.1
Px006167	XP_011556150.1
Px006169	XP_011556151.1
Px006170	XP_011548028.1
Px006171	XP_011556152.1
Px006172	XP_011556162.1
Px015824	XP_011564452.1
Px015825	XP_011563121.1
Px015826	XP_011564449.1
Px015827	XP_011564450.1
Px015828	XP_011564455.1
Px015829	XP_011548715.1
Px015830	XP_011564458.1
Px015831	XP_011564458.1
Px015832	XP_011548740.1
Px015833	XP_011564459.1
Px015834	XP_011548741.1
Px015835	XP_011548741.1
Px016723	XP_011566691.1
Px016724	XP_011566692.1
Px016725	XP_011566693.1
Px016786	XP_011566794.1
Px000488	XP_011567504.1
Px000489	XP_011567503.1
Px017464	XP_011567108.1
Px011606	XP_011563592.1
Px011607	XP_011563599.1
Px011608	XP_011558250.1
Px011609	XP_011563595.1
Px011610	XP_011563600.1
Px011611	XP_011563596.1
Px011612	XP_011563597.1
Px011613	XP_011563601.1
Px011614	XP_011563602.1
Px011616	XP_011563603.1
Px012356	XP_011564293.1
Px012357	XP_011552601.1
Px012359	XP_011564294.1
Px012360	XP_011561764.1
Px005234	XP_011557951.1
Px005235	XP_011557952.1
Px005236	XP_011557953.1
Px005237	XP_011561374.1
Px005238	XP_011557954.1
Px005239	XP_011557938.1
Px005240	XP_011557937.1
Px005241	XP_011548779.1
Px005242	XP_011561415.1
Px005243	XP_011557939.1
Px005244	XP_011548777.1
Px005245	XP_011557940.1
Px005246	XP_011557941.1
Px005247	XP_011557955.1
Px005248	XP_011557942.1
Px005249	XP_011557943.1
Px005250	XP_011557956.1
Px005251	XP_011567004.1
Px005252	XP_011567002.1
Px005253	XP_011557957.1
Px005254	XP_011557958.1
Px005255	XP_011554650.1
Px005256	XP_011557946.1
Px005257	XP_011557947.1
Px005258	XP_011557961.1
Px004221	XP_011569166.1
Px004222	XP_011569296.1
Px004223	XP_011569172.1
Px004224	XP_011569174.1
Px004225	XP_011554257.1
Px004226	XP_011569297.1
Px004227	XP_011569179.1
Px004228	XP_011569181.1
Px004229	XP_011552918.1
Px004231	XP_011569182.1
Px004232	XP_011567652.1
Px004235	XP_011569300.1
Px004236	XP_011569302.1
Px004237	XP_011551472.1
Px004238	XP_011556875.1
Px004239	XP_011569303.1
Px004240	XP_011569306.1
Px004241	XP_011569307.1
Px004242	XP_011549849.1
Px004243	XP_011569186.1
Px004244	XP_011569191.1
Px004245	XP_011569192.1
Px004246	XP_011569193.1
Px004247	XP_011569204.1
Px004248	XP_011569194.1
Px004249	XP_011569221.1
Px004250	XP_011569235.1
Px004251	XP_011569236.1
Px004252	XP_011569308.1
Px004253	XP_011569237.1
Px004254	XP_011569308.1
Px004255	XP_011569309.1
Px004256	XP_011569249.1
Px004257	XP_011569314.1
Px004258	XP_011567747.1
Px004259	XP_011569264.1
Px004260	XP_011569315.1
Px004261	XP_011569265.1
Px004262	XP_011566569.1
Px004263	XP_011560632.1
Px004264	XP_011569270.1
Px004268	XP_011569317.1
Px004269	XP_011569319.1
Px004270	XP_011569320.1
Px004271	XP_011569272.1
Px004273	XP_011569321.1
Px004274	XP_011569274.1
Px004275	XP_011569276.1
Px004276	XP_011569323.1
Px004278	XP_011569324.1
Px004279	XP_011569325.1
Px004280	XP_011569277.1
Px004281	XP_011569326.1
Px004282	XP_011569278.1
Px004283	XP_011569326.1
Px004284	XP_011569280.1
Px004285	XP_011569282.1
Px004287	XP_011569283.1
Px004288	XP_011559349.1
Px004289	XP_011569285.1
Px004290	XP_011550874.1
Px004291	XP_011569286.1
Px004292	XP_011559352.1
Px004293	XP_011569327.1
Px004294	XP_011569289.1
Px004295	XP_011569291.1
Px004296	XP_011569295.1
Px004297	XP_011569294.1
Px004298	XP_011569293.1
Px017961	XP_011567314.1
Px017962	XP_011567315.1
Px016178	XP_011560406.1
Px016179	XP_011566509.1
Px016180	XP_011566510.1
Px017592	XP_011552662.1
Px017593	XP_011552663.1
Px017594	XP_011554269.1
Px017595	XP_011552639.1
Px017597	XP_011552665.1
Px017598	XP_011552640.1
Px017599	XP_011552666.1
Px017600	XP_011552641.1
Px017601	XP_011551852.1
Px017602	XP_011552671.1
Px017605	XP_011552673.1
Px017606	XP_011552673.1
Px017607	XP_011552674.1
Px017608	XP_011552674.1
Px017609	XP_011552645.1
Px017610	XP_011552647.1
Px017611	XP_011552648.1
Px017612	XP_011552648.1
Px017613	XP_011552649.1
Px017614	XP_011552675.1
Px017615	XP_011552651.1
Px017616	XP_011552652.1
Px017617	XP_011552653.1
Px017618	XP_011565289.1
Px017619	XP_011552679.1
Px017620	XP_011552654.1
Px017621	XP_011552655.1
Px017622	XP_011554489.1
Px017623	XP_011561496.1
Px017624	XP_011561509.1
Px017625	XP_011552657.1
Px017626	XP_011552660.1
Px017627	XP_011552681.1
Px015619	XP_011548594.1
Px015620	XP_011548645.1
Px015621	XP_011548646.1
Px015622	XP_011548647.1
Px015623	XP_011548648.1
Px015624	XP_011548596.1
Px015625	XP_011548652.1
Px015627	XP_011548653.1
Px015628	XP_011548654.1
Px015629	XP_011558983.1
Px015630	XP_011548655.1
Px015631	XP_011548597.1
Px015632	XP_011548599.1
Px015633	XP_011557345.1
Px015634	XP_011548603.1
Px015637	XP_011568264.1
Px015638	XP_011549944.1
Px015639	XP_011548658.1
Px015641	XP_011548659.1
Px015642	XP_011548660.1
Px015643	XP_011548662.1
Px015644	XP_011548663.1
Px015645	XP_011548664.1
Px015646	XP_011548606.1
Px015647	XP_011548607.1
Px015648	XP_011548608.1
Px015651	XP_011548610.1
Px015652	XP_011548612.1
Px015653	XP_011548611.1
Px015654	XP_011548614.1
Px015655	XP_011549173.1
Px015658	XP_011548616.1
Px015659	XP_011548617.1
Px015661	XP_011548665.1
Px015662	XP_011557345.1
Px015663	XP_011548621.1
Px015665	XP_011548625.1
Px015666	XP_011548627.1
Px015667	XP_011548630.1
Px015669	XP_011548633.1
Px015670	XP_011548634.1
Px015671	XP_011564091.1
Px015672	XP_011548670.1
Px015673	XP_011548672.1
Px015674	XP_011553702.1
Px015676	XP_011548637.1
Px015677	XP_011548674.1
Px015679	XP_011548638.1
Px015680	XP_011548676.1
Px015681	XP_011548676.1
Px015682	XP_011556973.1
Px015683	XP_011548644.1
Px015684	XP_011548679.1
Px011786	XP_011563731.1
Px011787	XP_011563747.1
Px011788	XP_011563733.1
Px011789	XP_011563734.1
Px011790	XP_011563736.1
Px011791	XP_011563737.1
Px011792	XP_011563738.1
Px011793	XP_011563739.1
Px011794	XP_011560147.1
Px011795	XP_011563741.1
Px011796	XP_011563744.1
Px011797	XP_011563748.1
Px016099	XP_011566461.1
Px016100	XP_011566461.1
Px016101	XP_011566462.1
Px017526	XP_011567142.1
Px017527	XP_011567143.1
Px017528	XP_011567144.1
Px017531	XP_011567145.1
Px017532	XP_011566997.1
Px017533	XP_011567146.1
Px017534	XP_011567147.1
Px017537	XP_011567149.1
Px004087	XP_011568152.1
Px002746	XP_011561098.1
Px001926	XP_011556115.1
Px001927	XP_011552911.1
Px001928	XP_011556086.1
Px001929	XP_011552118.1
Px001930	XP_011556121.1
Px001931	XP_011556094.1
Px001932	XP_011556122.1
Px001933	XP_011556095.1
Px001934	XP_011556123.1
Px001935	XP_011556098.1
Px001936	XP_011556126.1
Px001937	XP_011556099.1
Px001938	XP_011556100.1
Px001939	XP_011556103.1
Px001940	XP_011556105.1
Px001941	XP_011556127.1
Px001942	XP_011556107.1
Px001943	XP_011556128.1
Px001944	XP_011556130.1
Px001945	XP_011556110.1
Px001946	XP_011556112.1
Px001947	XP_011556113.1
Px001948	XP_011556131.1
Px009508	XP_011562022.1
Px009509	XP_011562023.1
Px009510	XP_011562023.1
Px009511	XP_011562010.1
Px009512	XP_011562023.1
Px009513	XP_011562025.1
Px009514	XP_011562015.1
Px009515	XP_011562016.1
Px009516	XP_011562028.1
Px009517	XP_011562028.1
Px009518	XP_011562017.1
Px009519	XP_011562029.1
Px009520	XP_011562030.1
Px009522	XP_011562020.1
Px009523	XP_011562033.1
Px009524	XP_011562021.1
Px014761	XP_011565814.1
Px014762	XP_011565815.1
Px014764	XP_011565817.1
Px014765	XP_011565818.1
Px012641	XP_011551633.1
Px012642	XP_011551669.1
Px012643	XP_011551671.1
Px012644	XP_011551634.1
Px012645	XP_011551635.1
Px012646	XP_011551636.1
Px012647	XP_011551673.1
Px012648	XP_011551674.1
Px012649	XP_011561282.1
Px012650	XP_011551677.1
Px012652	XP_011551678.1
Px012653	XP_011551645.1
Px012655	XP_011551648.1
Px012656	XP_011551653.1
Px012657	XP_011551650.1
Px012658	XP_011568599.1
Px012659	XP_011551651.1
Px012660	XP_011551654.1
Px012661	XP_011551655.1
Px012662	XP_011551655.1
Px012663	XP_011551657.1
Px012664	XP_011567533.1
Px012665	XP_011551664.1
Px012666	XP_011551665.1
Px012667	XP_011551680.1
Px012668	XP_011551668.1
Px012669	XP_011568882.1
Px012670	XP_011551683.1
Px012671	XP_011551684.1
Px012672	XP_011551685.1
Px012673	XP_011551686.1
Px012674	XP_011551686.1
Px012675	XP_011558041.1
Px012676	XP_011551688.1
Px007531	XP_011560491.1
Px007532	XP_011555023.1
Px007533	XP_011560506.1
Px007534	XP_011560492.1
Px007535	XP_011560493.1
Px007536	XP_011560494.1
Px007537	XP_011560509.1
Px007538	XP_011560496.1
Px007539	XP_011560496.1
Px007540	XP_011560510.1
Px007541	XP_011560499.1
Px007542	XP_011560499.1
Px007543	XP_011560500.1
Px007544	XP_011560502.1
Px007545	XP_011560504.1
Px007546	XP_011567460.1
Px007547	XP_011560511.1
Px008197	XP_011556716.1
Px008198	XP_011556717.1
Px008199	XP_011556719.1
Px008200	XP_011556697.1
Px008201	XP_011556624.1
Px008202	XP_011556722.1
Px008203	XP_011556723.1
Px008204	XP_011556724.1
Px008205	XP_011547773.1
Px008206	XP_011556701.1
Px008209	XP_011556703.1
Px008211	XP_011556725.1
Px008212	XP_011556704.1
Px008213	XP_011556707.1
Px008214	XP_011563130.1
Px008215	XP_011556708.1
Px008216	XP_011563132.1
Px008217	XP_011556711.1
Px008218	XP_011556715.1
Px008219	XP_011556727.1
Px008220	XP_011556728.1
Px006102	XP_011562711.1
Px006103	XP_011558658.1
Px006104	XP_011558648.1
Px006105	XP_011558661.1
Px006106	XP_011558661.1
Px006107	XP_011558662.1
Px006109	XP_011558649.1
Px006110	XP_011558650.1
Px006111	XP_011558651.1
Px006112	XP_011559174.1
Px006113	XP_011558883.1
